model,group,game_file,turn,actor_role,actor_player,posterior_marginal,posterior_joint,n_cand_marginal,n_cand_joint,n_constrained_others,actual_fail,parse_ok
GPT54,llm_vs_flawed,game_44.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_44.json,3,rule,1,0.153846153846,0.153846153846,5,5,4,False,
GPT54,llm_vs_flawed,game_44.json,5,rule,1,0.714285714286,0.714285714286,4,4,4,True,
GPT54,llm_vs_flawed,game_44.json,7,rule,1,0.2,0.2,4,4,4,True,
GPT54,llm_vs_flawed,game_44.json,9,rule,1,0.272727272727,0.272727272727,5,5,3,False,
GPT54,llm_vs_flawed,game_44.json,13,rule,1,0.833333333333,0.833333333333,4,4,4,True,
GPT54,llm_vs_flawed,game_45.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_45.json,3,rule,1,0.181818181818,0.181818181818,4,4,4,False,
GPT54,llm_vs_flawed,game_45.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_45.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_45.json,15,rule,1,0.666666666667,0.666666666667,4,4,4,False,
GPT54,llm_vs_flawed,game_45.json,17,rule,1,0.4,0.4,5,5,4,False,
GPT54,llm_vs_flawed,game_45.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_45.json,19,rule,1,0.647058823529,0.647058823529,11,11,3,False,
GPT54,llm_vs_flawed,game_45.json,21,rule,1,0.625,0.625,11,11,2,False,
GPT54,llm_vs_flawed,game_45.json,22,llm,0,0.571428571429,0.571428571429,3,3,2,True,True
GPT54,llm_vs_flawed,game_45.json,23,rule,1,0.6,0.6,11,11,1,True,
GPT54,llm_vs_flawed,game_45.json,29,rule,1,0.6,0.6,3,3,4,True,
GPT54,llm_vs_flawed,game_46.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_46.json,5,rule,1,0,0,4,4,3,False,
GPT54,llm_vs_flawed,game_46.json,7,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_46.json,9,rule,1,0.666666666667,0.666666666667,3,3,4,False,
GPT54,llm_vs_flawed,game_46.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_46.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_46.json,21,rule,1,0.333333333333,0.333333333333,5,5,4,False,
GPT54,llm_vs_flawed,game_46.json,38,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_46.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_46.json,55,rule,1,0.75,0.75,4,4,4,False,
GPT54,llm_vs_flawed,game_47.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_47.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_47.json,32,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_47.json,33,rule,1,0.6,0.6,4,4,4,False,
GPT54,llm_vs_flawed,game_47.json,34,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_flawed,game_47.json,35,rule,1,1,1,3,3,3,True,
GPT54,llm_vs_flawed,game_47.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_47.json,55,rule,1,0.5,0.5,2,2,4,False,
GPT54,llm_vs_flawed,game_48.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_48.json,3,rule,1,0.0769230769231,0.0769230769231,5,5,4,False,
GPT54,llm_vs_flawed,game_48.json,5,rule,1,0.5,0.5,4,4,4,False,
GPT54,llm_vs_flawed,game_48.json,7,rule,1,0.5,0.5,3,3,4,False,
GPT54,llm_vs_flawed,game_48.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_48.json,11,rule,1,0.4,0.4,4,4,4,True,
GPT54,llm_vs_flawed,game_48.json,13,rule,1,0.666666666667,0.666666666667,3,3,3,True,
GPT54,llm_vs_flawed,game_48.json,15,rule,1,0.444444444444,0.444444444444,5,5,4,True,
GPT54,llm_vs_flawed,game_49.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_49.json,3,rule,1,0,0,4,4,4,False,
GPT54,llm_vs_flawed,game_49.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_49.json,7,rule,1,0.2,0.2,4,4,4,True,
GPT54,llm_vs_flawed,game_49.json,17,rule,1,0.757575757576,0.743401759531,18,18,4,True,
GPT54,llm_vs_flawed,game_49.json,22,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_49.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_49.json,25,rule,1,0.761904761905,0.75,13,13,3,True,
GPT54,llm_vs_flawed,game_5.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_5.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_5.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_5.json,7,rule,1,0.75,0.75,3,3,4,True,
GPT54,llm_vs_flawed,game_5.json,9,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_5.json,11,rule,1,0.647058823529,0.646853146853,18,18,3,True,
GPT54,llm_vs_flawed,game_5.json,13,rule,1,0.578947368421,0.578947368421,9,9,4,True,
GPT54,llm_vs_flawed,game_50.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_50.json,3,rule,1,0.166666666667,0.166666666667,5,5,3,False,
GPT54,llm_vs_flawed,game_50.json,5,rule,1,0.363636363636,0.363636363636,5,5,4,False,
GPT54,llm_vs_flawed,game_50.json,7,rule,1,0.444444444444,0.444444444444,5,5,4,False,
GPT54,llm_vs_flawed,game_50.json,9,rule,1,0.666666666667,0.666666666667,3,3,4,False,
GPT54,llm_vs_flawed,game_50.json,11,rule,1,0.6,0.6,3,3,4,False,
GPT54,llm_vs_flawed,game_50.json,16,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_50.json,25,rule,1,0.689655172414,0.6836996337,18,18,4,True,
GPT54,llm_vs_flawed,game_50.json,27,rule,1,0.8,0.8,4,4,3,False,
GPT54,llm_vs_flawed,game_50.json,29,rule,1,0.6,0.591836734694,10,10,2,True,
GPT54,llm_vs_flawed,game_50.json,44,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_50.json,45,rule,1,0.705882352941,0.68,14,14,4,True,
GPT54,llm_vs_flawed,game_6.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_6.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_6.json,5,rule,1,0.333333333333,0.333333333333,5,5,4,False,
GPT54,llm_vs_flawed,game_6.json,7,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_6.json,9,rule,1,0.571428571429,0.571428571429,4,4,4,True,
GPT54,llm_vs_flawed,game_6.json,11,rule,1,0.545454545455,0.545454545455,5,5,4,False,
GPT54,llm_vs_flawed,game_6.json,13,rule,1,0.8,0.79649122807,12,12,4,True,
GPT54,llm_vs_flawed,game_6.json,19,rule,1,0.5,0.5,2,2,4,True,
GPT54,llm_vs_flawed,game_7.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_7.json,3,rule,1,0,0,4,4,4,False,
GPT54,llm_vs_flawed,game_7.json,5,rule,1,0.2,0.2,4,4,4,False,
GPT54,llm_vs_flawed,game_7.json,7,rule,1,0.333333333333,0.333333333333,4,4,4,False,
GPT54,llm_vs_flawed,game_7.json,9,rule,1,0.666666666667,0.666666666667,4,4,4,True,
GPT54,llm_vs_flawed,game_7.json,17,rule,1,0.25,0.25,4,4,4,False,
GPT54,llm_vs_flawed,game_7.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_7.json,41,rule,1,0,0,4,4,4,False,
GPT54,llm_vs_flawed,game_8.json,7,rule,1,0.615384615385,0.615384615385,15,15,4,True,
GPT54,llm_vs_flawed,game_8.json,9,rule,1,0.625,0.625,4,4,3,True,
GPT54,llm_vs_flawed,game_8.json,11,rule,1,0.473684210526,0.473684210526,11,11,4,True,
GPT54,llm_vs_flawed,game_9.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_flawed,game_9.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_flawed,game_9.json,5,rule,1,0.666666666667,0.666666666667,4,4,4,True,
GPT54,llm_vs_flawed,game_9.json,7,rule,1,0.333333333333,0.333333333333,5,5,4,True,
GPT54,llm_vs_flawed,game_9.json,22,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_flawed,game_9.json,25,rule,1,0.666666666667,0.666666666667,2,2,4,False,
GPT54,llm_vs_flawed,game_9.json,27,rule,1,0.666666666667,0.666666666667,4,4,3,True,
GPT54,llm_vs_full,game_1.json,1,rule,1,0.7,0.7,5,5,4,False,
GPT54,llm_vs_full,game_1.json,3,rule,1,0.625,0.625,5,5,4,False,
GPT54,llm_vs_full,game_1.json,9,rule,1,0.666666666667,0.625,5,5,4,True,
GPT54,llm_vs_full,game_1.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_1.json,23,rule,1,0.857142857143,0.916666666667,5,5,4,True,
GPT54,llm_vs_full,game_1.json,25,rule,1,0.5,0.5,2,2,4,True,
GPT54,llm_vs_full,game_10.json,1,rule,1,0.666666666667,0.666666666667,5,5,4,False,
GPT54,llm_vs_full,game_10.json,3,rule,1,0.666666666667,0.666666666667,5,5,4,False,
GPT54,llm_vs_full,game_10.json,5,rule,1,0.625,0.625,4,4,4,False,
GPT54,llm_vs_full,game_10.json,7,rule,1,0,0,2,2,4,False,
GPT54,llm_vs_full,game_10.json,9,rule,1,0.727272727273,0.727272727273,5,5,4,False,
GPT54,llm_vs_full,game_10.json,11,rule,1,0,0,2,2,4,False,
GPT54,llm_vs_full,game_10.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_10.json,35,rule,1,0.166666666667,0.166666666667,4,4,4,False,
GPT54,llm_vs_full,game_10.json,38,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_10.json,41,rule,1,0.333333333333,0.333333333333,2,2,4,False,
GPT54,llm_vs_full,game_10.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_10.json,54,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_10.json,58,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_11.json,1,rule,1,0.777777777778,0.777777777778,5,5,4,False,
GPT54,llm_vs_full,game_11.json,3,rule,1,0.75,0.75,5,5,4,False,
GPT54,llm_vs_full,game_11.json,5,rule,1,0.1,0.1,4,4,4,False,
GPT54,llm_vs_full,game_11.json,7,rule,1,0.714285714286,0.714285714286,5,5,4,False,
GPT54,llm_vs_full,game_11.json,9,rule,1,0.4,0.4,5,5,4,False,
GPT54,llm_vs_full,game_11.json,11,rule,1,0.666666666667,0.666666666667,5,5,4,False,
GPT54,llm_vs_full,game_11.json,13,rule,1,0.75,0.75,5,5,4,False,
GPT54,llm_vs_full,game_11.json,15,rule,1,0,0,3,3,4,False,
GPT54,llm_vs_full,game_11.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_11.json,27,rule,1,0.222222222222,0.222222222222,5,5,4,False,
GPT54,llm_vs_full,game_11.json,32,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_11.json,35,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_11.json,45,rule,1,0.666666666667,0.666666666667,3,3,4,False,
GPT54,llm_vs_full,game_11.json,59,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_12.json,1,rule,1,0.7,0.7,5,5,4,False,
GPT54,llm_vs_full,game_12.json,3,rule,1,0,0,4,4,4,False,
GPT54,llm_vs_full,game_12.json,7,rule,1,0.181818181818,0.181818181818,5,5,4,False,
GPT54,llm_vs_full,game_12.json,13,rule,1,0.4,0.4,5,5,4,False,
GPT54,llm_vs_full,game_12.json,17,rule,1,0.714285714286,0.714285714286,4,4,4,False,
GPT54,llm_vs_full,game_12.json,19,rule,1,0.571428571429,0.571428571429,4,4,4,False,
GPT54,llm_vs_full,game_12.json,21,rule,1,0.666666666667,0.666666666667,4,4,4,False,
GPT54,llm_vs_full,game_12.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_12.json,30,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_12.json,33,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_12.json,56,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_12.json,59,rule,1,0.6,0.6,3,3,4,False,
GPT54,llm_vs_full,game_13.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_13.json,3,rule,1,0.714285714286,0.714285714286,4,4,4,False,
GPT54,llm_vs_full,game_13.json,5,rule,1,0,0,4,4,4,False,
GPT54,llm_vs_full,game_13.json,15,rule,1,0.75,0.75,5,5,4,True,
GPT54,llm_vs_full,game_13.json,19,rule,1,0.857142857143,0.8,5,4,4,True,
GPT54,llm_vs_full,game_13.json,21,rule,1,0.4,0.4,5,5,4,False,
GPT54,llm_vs_full,game_13.json,34,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_13.json,36,llm,0,0,0,1,1,3,False,True
GPT54,llm_vs_full,game_13.json,52,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_13.json,57,rule,1,0.666666666667,0.666666666667,3,3,4,False,
GPT54,llm_vs_full,game_14.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_14.json,5,rule,1,0.857142857143,0.84,5,5,4,True,
GPT54,llm_vs_full,game_14.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_14.json,15,rule,1,0.75,0.75,4,4,4,False,
GPT54,llm_vs_full,game_14.json,22,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_14.json,25,rule,1,0.6,0.6,3,3,4,False,
GPT54,llm_vs_full,game_14.json,44,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_14.json,47,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_15.json,2,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_full,game_15.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_15.json,19,rule,1,0.0833333333333,0.0833333333333,5,5,4,False,
GPT54,llm_vs_full,game_15.json,27,rule,1,0.75,0.75,3,3,4,True,
GPT54,llm_vs_full,game_15.json,29,rule,1,0.3,0.3,5,5,4,False,
GPT54,llm_vs_full,game_15.json,32,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_15.json,36,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_15.json,42,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_15.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_15.json,50,llm,0,0,0,4,4,4,False,True
GPT54,llm_vs_full,game_15.json,53,rule,1,0.5,0.5,3,3,4,False,
GPT54,llm_vs_full,game_16.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_16.json,3,rule,1,0.714285714286,0.714285714286,4,4,4,False,
GPT54,llm_vs_full,game_16.json,9,rule,1,0.6,0.6,3,3,4,True,
GPT54,llm_vs_full,game_16.json,13,rule,1,0.875,0.857142857143,5,5,4,True,
GPT54,llm_vs_full,game_16.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_16.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_16.json,27,rule,1,0.75,0.75,3,3,4,True,
GPT54,llm_vs_full,game_17.json,1,rule,1,0.7,0.7,5,5,4,False,
GPT54,llm_vs_full,game_17.json,5,rule,1,0.666666666667,0.666666666667,5,5,4,True,
GPT54,llm_vs_full,game_17.json,7,rule,1,0.153846153846,0.153846153846,5,5,4,False,
GPT54,llm_vs_full,game_17.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_17.json,21,rule,1,0.5,0.5,5,5,4,False,
GPT54,llm_vs_full,game_17.json,25,rule,1,0.6,0.6,3,3,4,False,
GPT54,llm_vs_full,game_17.json,27,rule,1,0.333333333333,0.333333333333,5,5,4,False,
GPT54,llm_vs_full,game_17.json,29,rule,1,0.666666666667,0.666666666667,5,5,4,False,
GPT54,llm_vs_full,game_17.json,31,rule,1,0.666666666667,0.666666666667,3,3,4,False,
GPT54,llm_vs_full,game_17.json,35,rule,1,0.75,0.75,3,3,4,True,
GPT54,llm_vs_full,game_17.json,41,rule,1,0.8,0.75,3,3,4,True,
GPT54,llm_vs_full,game_18.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_18.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_18.json,5,rule,1,0.181818181818,0.181818181818,4,4,4,False,
GPT54,llm_vs_full,game_18.json,12,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_18.json,15,rule,1,0.833333333333,0.833333333333,4,4,4,False,
GPT54,llm_vs_full,game_18.json,21,rule,1,0.8,0.8,4,4,4,True,
GPT54,llm_vs_full,game_18.json,25,rule,1,0.714285714286,0.714285714286,4,4,4,True,
GPT54,llm_vs_full,game_18.json,27,rule,1,0.666666666667,0.666666666667,3,3,4,False,
GPT54,llm_vs_full,game_18.json,30,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_18.json,32,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_18.json,35,rule,1,0.666666666667,0.666666666667,4,4,4,False,
GPT54,llm_vs_full,game_18.json,40,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_18.json,59,rule,1,0.333333333333,0.333333333333,2,2,4,False,
GPT54,llm_vs_full,game_19.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_19.json,3,rule,1,0.777777777778,0.857142857143,5,5,4,True,
GPT54,llm_vs_full,game_19.json,5,rule,1,0.7,0.777777777778,5,5,4,False,
GPT54,llm_vs_full,game_19.json,7,rule,1,0,0,1,1,3,False,
GPT54,llm_vs_full,game_19.json,13,rule,1,0.714285714286,0.714285714286,4,4,4,False,
GPT54,llm_vs_full,game_19.json,15,rule,1,0.222222222222,0.222222222222,5,5,4,False,
GPT54,llm_vs_full,game_19.json,17,rule,1,0.666666666667,0.666666666667,4,4,4,False,
GPT54,llm_vs_full,game_19.json,19,rule,1,0.666666666667,0.666666666667,4,4,4,False,
GPT54,llm_vs_full,game_19.json,25,rule,1,0.666666666667,0.666666666667,3,3,4,False,
GPT54,llm_vs_full,game_19.json,38,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_19.json,41,rule,1,0.5,0.5,2,2,4,False,
GPT54,llm_vs_full,game_19.json,43,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_19.json,45,rule,1,0.4,0.4,3,3,4,False,
GPT54,llm_vs_full,game_19.json,47,rule,1,0.5,0.5,3,3,4,False,
GPT54,llm_vs_full,game_19.json,49,rule,1,0.6,0.333333333333,4,4,4,False,
GPT54,llm_vs_full,game_19.json,51,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_19.json,53,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_2.json,1,rule,1,0.7,0.7,5,5,4,False,
GPT54,llm_vs_full,game_2.json,3,rule,1,0,0,4,4,4,False,
GPT54,llm_vs_full,game_2.json,7,rule,1,0.777777777778,0.777777777778,5,5,4,False,
GPT54,llm_vs_full,game_2.json,9,rule,1,0.25,0.25,5,5,4,False,
GPT54,llm_vs_full,game_2.json,13,rule,1,0.454545454545,0.454545454545,5,5,4,True,
GPT54,llm_vs_full,game_2.json,24,llm,0,0.666666666667,0.666666666667,4,4,4,False,True
GPT54,llm_vs_full,game_2.json,27,rule,1,0.571428571429,0.5,4,4,4,False,
GPT54,llm_vs_full,game_2.json,29,rule,1,0.714285714286,0.714285714286,5,5,4,False,
GPT54,llm_vs_full,game_2.json,31,rule,1,0.833333333333,0.833333333333,5,5,4,False,
GPT54,llm_vs_full,game_2.json,33,rule,1,0.5,0.5,3,3,4,False,
GPT54,llm_vs_full,game_2.json,37,rule,1,0.6,0.6,4,4,4,True,
GPT54,llm_vs_full,game_2.json,43,rule,1,0.5,0.5,4,4,4,False,
GPT54,llm_vs_full,game_2.json,47,rule,1,1,1,2,2,4,True,
GPT54,llm_vs_full,game_20.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_20.json,3,rule,1,0.166666666667,0.166666666667,5,5,4,False,
GPT54,llm_vs_full,game_20.json,12,llm,0,0.307692307692,0.307692307692,5,5,4,False,True
GPT54,llm_vs_full,game_20.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_20.json,18,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_20.json,26,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_20.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_20.json,31,rule,1,0.666666666667,0.666666666667,3,3,4,False,
GPT54,llm_vs_full,game_20.json,44,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_20.json,48,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_20.json,56,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_20.json,59,rule,1,0.25,0.25,4,4,4,False,
GPT54,llm_vs_full,game_21.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_21.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_21.json,5,rule,1,0.181818181818,0.181818181818,4,4,4,False,
GPT54,llm_vs_full,game_21.json,7,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_21.json,9,rule,1,0.222222222222,0.222222222222,5,5,4,False,
GPT54,llm_vs_full,game_21.json,11,rule,1,0.5,0.5,2,2,4,False,
GPT54,llm_vs_full,game_21.json,13,rule,1,0.666666666667,0.666666666667,4,4,4,False,
GPT54,llm_vs_full,game_21.json,22,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_22.json,1,rule,1,0.7,0.7,5,5,4,False,
GPT54,llm_vs_full,game_22.json,3,rule,1,0.166666666667,0.0909090909091,5,5,4,False,
GPT54,llm_vs_full,game_22.json,5,rule,1,0.714285714286,0.714285714286,4,4,4,False,
GPT54,llm_vs_full,game_22.json,7,rule,1,0.777777777778,0.75,5,5,4,False,
GPT54,llm_vs_full,game_22.json,11,rule,1,0.7,0.7,5,5,4,False,
GPT54,llm_vs_full,game_22.json,13,rule,1,0.714285714286,0.714285714286,5,5,4,False,
GPT54,llm_vs_full,game_22.json,20,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_22.json,29,rule,1,0.4,0.4,3,3,4,False,
GPT54,llm_vs_full,game_22.json,35,rule,1,0.5,0.5,2,2,4,True,
GPT54,llm_vs_full,game_22.json,43,rule,1,0.666666666667,0.75,4,4,4,True,
GPT54,llm_vs_full,game_22.json,45,rule,1,0,0,1,1,3,False,
GPT54,llm_vs_full,game_22.json,49,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_22.json,57,rule,1,0.666666666667,0.666666666667,3,3,4,True,
GPT54,llm_vs_full,game_23.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_23.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_23.json,5,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_23.json,7,rule,1,0.75,0.75,5,5,4,False,
GPT54,llm_vs_full,game_23.json,13,rule,1,0.571428571429,0.571428571429,4,4,4,True,
GPT54,llm_vs_full,game_23.json,55,rule,1,0.333333333333,0,2,1,4,False,
GPT54,llm_vs_full,game_23.json,57,rule,1,0.5,0.5,2,2,4,False,
GPT54,llm_vs_full,game_23.json,59,rule,1,0,0,3,3,4,False,
GPT54,llm_vs_full,game_24.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_24.json,9,rule,1,0.8,0.8,5,5,4,False,
GPT54,llm_vs_full,game_24.json,11,rule,1,0.166666666667,0.166666666667,5,5,4,False,
GPT54,llm_vs_full,game_24.json,14,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_24.json,19,rule,1,0.625,0.625,4,4,4,False,
GPT54,llm_vs_full,game_24.json,26,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_24.json,29,rule,1,0.5,0.5,2,2,4,True,
GPT54,llm_vs_full,game_24.json,33,rule,1,0.666666666667,0.666666666667,2,2,4,False,
GPT54,llm_vs_full,game_24.json,38,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_24.json,41,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_25.json,1,rule,1,0.75,0.75,5,5,4,False,
GPT54,llm_vs_full,game_25.json,11,rule,1,0.75,0.75,5,5,4,False,
GPT54,llm_vs_full,game_25.json,28,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_25.json,30,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_25.json,33,rule,1,0.714285714286,0.714285714286,5,5,4,False,
GPT54,llm_vs_full,game_25.json,39,rule,1,0.666666666667,0.666666666667,5,5,4,False,
GPT54,llm_vs_full,game_25.json,46,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_26.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_26.json,3,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_26.json,9,rule,1,0.625,0.571428571429,4,4,4,False,
GPT54,llm_vs_full,game_26.json,13,rule,1,0.555555555556,0.555555555556,5,5,4,True,
GPT54,llm_vs_full,game_26.json,16,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_26.json,19,rule,1,0.857142857143,0.866666666667,4,4,4,True,
GPT54,llm_vs_full,game_26.json,22,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_26.json,24,llm,0,0,0,5,5,4,False,True
GPT54,llm_vs_full,game_26.json,27,rule,1,0,0,3,3,4,False,
GPT54,llm_vs_full,game_26.json,29,rule,1,0.6,0.6,3,3,4,False,
GPT54,llm_vs_full,game_26.json,32,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_26.json,35,rule,1,0.4,0.4,4,4,4,False,
GPT54,llm_vs_full,game_26.json,42,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_26.json,45,rule,1,0.333333333333,0.333333333333,2,2,4,False,
GPT54,llm_vs_full,game_26.json,50,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_26.json,53,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_27.json,1,rule,1,0,0,5,5,4,False,
GPT54,llm_vs_full,game_27.json,3,rule,1,0.777777777778,0.777777777778,5,5,4,False,
GPT54,llm_vs_full,game_27.json,7,rule,1,0.181818181818,0.181818181818,5,5,4,True,
GPT54,llm_vs_full,game_27.json,21,rule,1,0.111111111111,0.111111111111,5,5,4,False,
GPT54,llm_vs_full,game_27.json,24,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_27.json,26,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_27.json,31,rule,1,0,0,1,1,4,False,
GPT54,llm_vs_full,game_27.json,34,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_27.json,38,llm,0,0,0,1,1,4,False,True
GPT54,llm_vs_full,game_27.json,41,rule,1,0.5,0.5,3,3,4,False,
